,points,size,score,2040_demand,year
41,POINT (859834.549699999 6528995.51),large,16.863119705511863,3861.3340601316163,2031
42,POINT (694414.5107967859 7026218.916386834),large,16.830095280683178,3853.7720942181813,2031
43,POINT (570959.439000003 6277493.887),large,16.716881990265847,3827.848401450637,2031
44,POINT (579912.0974487796 6847226.660414634),large,16.69429150593742,3822.675609695876,2031
45,POINT (398917.527000003 6783652.11),large,16.566342496000523,3793.377717096087,2031
46,POINT (866183.9726774457 6890869.485112544),large,16.554885359753406,3790.75425054926,2031
47,POINT (769500.3595684587 7020944.57801617),large,16.408618192514638,3757.2618479214457,2031
48,POINT (1025509.2847263447 6780865.9028480565),large,16.399220657203056,3755.1099908621595,2031
49,POINT (350164.02505125396 6688592.406553847),large,16.371441153382264,3748.7490122206023,2031
50,POINT (659516.43 6867824.233),large,16.36292638799208,3746.799292703139,2031
51,POINT (655918.3199675081 6973634.098588447),large,16.13449730104036,3694.493371309298,2031
52,POINT (664551.8412510394 6817517.888278988),large,16.0896169390777,3684.216621022054,2031
53,POINT (678456.0496473283 7070835.253465537),large,15.956658029076348,3653.7715564816895,2031
54,POINT (646246.3258655054 6981876.56139845),large,15.831134546548256,3625.029063580235,2031
55,POINT (410013.225000001 6418838.418),large,15.805909936001086,3619.2531069624624,2031
56,POINT (559662.638999999 6928631.913),large,15.785481314985706,3614.5753408369915,2031
57,POINT (930868 6526235.194),large,15.606508000436353,3573.5938518009984,2032
58,POINT (179655.25788034406 6847482.096711346),large,15.31620898199623,3507.1208914531435,2032
59,POINT (839621.081 6638744.514),large,15.315456013389712,3506.9484759465627,2032
60,POINT (689455.184 6848734.603),large,15.054936784356055,3447.2945216395146,2032
61,POINT (232776.945 6761565.702),large,15.0429070433677,3444.5399394848428,2032
62,POINT (368796.53929306235 6660319.944166654),large,14.99349044074034,3433.224476261353,2032
63,POINT (589769.105999999 6738936.511),large,14.778654032891188,3384.0310201588563,2032
64,POINT (619609.3399959173 6849078.208603385),large,14.73773665848915,3374.661718737239,2032
65,POINT (840541.498000003 6499453.796),large,14.725150128254572,3371.7796424226317,2032
66,POINT (838696.358999997 6360045.488),large,14.691780458889195,3364.138622068981,2032
67,POINT (999836.827 6738789.353),large,14.607233008772251,3344.77886215889,2032
68,POINT (776807.756999999 6596931.814),large,14.541271639939893,3329.6749617790547,2032
69,POINT (701969.4654311899 7058229.747593526),large,14.343931539186421,3284.487827620236,2032
70,POINT (656628.260600001 6885254.5238),large,14.312520098596238,3277.2952044551976,2032
71,POINT (709754.8783411726 7058984.39888404),large,14.274782318909685,3268.65396981996,2032
72,POINT (359076.362800002 6624079.7613),large,14.263258359709196,3266.01520208626,2032
73,POINT (847397.280500002 6336824.896),large,14.15259623453019,3240.6756776932402,2032
74,POINT (795390.726000004 6883837.263),large,13.93207864364629,3190.1813386024814,2032
75,POINT (430741.54156298464 6807087.8810117645),large,13.927814050244919,3189.2048277289955,2032
76,POINT (649739.7544 6858252.8874),large,13.745795016605904,3147.525926881672,2032
77,POINT (422033.7033791632 6426613.71541276),large,13.675317033440393,3131.3878076226706,2032
78,POINT (448764.31659557315 6721034.673914265),large,13.66361179847106,3128.7075311816416,2032
79,POINT (748638.3598183205 6744537.1984152235),large,13.639141006931162,3123.1041847960673,2032
80,POINT (792752.7275410116 6505014.510241165),large,13.615594315699466,3117.7124398257324,2032
81,POINT (681211.4189274202 6728290.0751876645),large,13.502179007678878,3091.7424888648156,2032
82,POINT (501281.22640578763 6936322.927189239),large,13.348754829307879,3056.6112666510508,2033
83,POINT (516208.417999998 6933314.772),large,13.232434612185205,3029.97614669096,2033
84,POINT (1037611.1211157663 6298654.0662039695),large,13.218955046632782,3026.889582253756,2033
85,POINT (431703.376199998 6645038.6374),large,13.187446200120329,3019.67465498296,2033
86,POINT (451115.303499997 6624110.8828),large,13.014949615136363,2980.1762139775706,2033
87,POINT (743413.516900003 6746861.6493),large,12.98393416129644,2973.0742642556943,2033
88,POINT (858639.9212765117 6275030.065537414),large,12.83948408039849,2939.997939880335,2033
89,POINT (640173.8247174915 6877595.716661841),large,12.809191882346681,2933.0616019940853,2033
90,POINT (903959.7942394053 6577946.613387981),large,12.707606668800656,2909.8005179289107,2033
91,POINT (678067.342187411 6922423.746204438),large,12.706627220200945,2909.5762428063795,2033
92,POINT (868904.6083520895 6531508.0240899185),large,12.704479490307573,2909.0844534616995,2033
93,POINT (783290.2457199271 6551123.137159528),large,12.665020335335914,2900.049056587521,2033
94,POINT (883035.4133847277 6499014.575223522),large,12.603599554966952,2885.984864707236,2033
95,POINT (688279.3331180784 6975583.725701042),large,12.560391744886676,2876.0910970272175,2033
96,POINT (840983.566828897 6839519.36893591),large,12.282327138731954,2812.4195846728717,2033
97,POINT (655858.6001430757 6837354.173727337),large,12.266696202040263,2808.840397114851,2033
98,POINT (1021859.5273390659 6861045.549958841),large,12.248994651076826,2804.787078224519,2033
99,POINT (393559.559 6547930.556),large,12.195730096754794,2792.5905071633433,2033
100,POINT (670579.6105866224 6586796.523841466),large,12.184300356189011,2789.9733137070994,2033
101,POINT (669668.516999997 6859438.857),large,12.149160384363457,2781.9269277208973,2033
102,POINT (595207.6382666598 6636371.9117171625),large,12.077506928267256,2765.5196474914883,2033
103,POINT (928610.858000003 6860474.636),large,12.053218882073907,2759.958146318619,2033
104,POINT (836069.9934168435 6537823.007048808),large,11.885489729412091,2721.5513567470316,2033
105,POINT (682367.5731347118 6848551.736676893),large,11.75168399403137,2690.912385282122,2033
106,POINT (613899.156000003 6756127.696),large,11.729393079861625,2685.808189402698,2033
107,POINT (925474.4979551894 6690699.463966866),large,11.704629537329573,2680.137808601376,2034
108,POINT (398989.45393536804 6897956.222677221),large,11.689662755988298,2676.7107000014935,2034
109,POINT (961446.9033626051 6558103.901712668),large,11.68895712257555,2676.549123355049,2034
110,POINT (382214.945 6571851.521),large,11.629328811313915,2662.8953728484075,2034
111,POINT (383154.9779390657 6708270.7447275985),large,11.61980789444864,2660.715263757232,2034
112,POINT (575765.0184529044 6726189.090279246),large,11.59430289116969,2654.875102530565,2034
113,POINT (569846.744000003 6298695.047),large,11.457145250186514,2623.4686083595884,2034
114,POINT (571199.8598044724 6292110.898519584),large,11.455174158606656,2623.0172658330653,2034
115,POINT (590186.636500001 6962000.3493),large,11.454773164106694,2622.9254457103557,2034
116,POINT (442133.6251575578 6718796.3625556035),large,11.43566535224433,2618.5501197892204,2034
117,POINT (841979.9217536764 6408158.149906961),large,11.363900260110118,2602.1172770278813,2034
118,POINT (678857.0066313462 7038132.381421939),large,11.35094625906289,2599.1510568781014,2034
119,POINT (851838.5119197724 6322008.039017192),large,11.331591774935404,2594.7192476943405,2034
120,POINT (710907.019000001 6519435.508),large,11.075289814603986,2536.030967803715,2034
121,POINT (409359.377300002 6669107.0256),large,10.999161149602461,2518.598949751524,2034
122,POINT (508891.381999999 6344136.171),large,10.987355364878548,2515.895649326863,2034
123,POINT (729320.1606802072 7024317.699013008),large,10.974027987710008,2512.843933138411,2034
124,POINT (372798.8847838562 6805019.4059932185),large,10.96137456444395,2509.9465395903767,2034
125,POINT (667208.8126869972 6887489.879450215),large,10.887316515484926,2492.988653275965,2034
126,POINT (382261.6887855441 6783580.009860228),large,10.823881583309753,2478.463258895347,2034
127,POINT (848143.130000003 6530032.431),large,10.753282247694218,2462.2973522306493,2034
128,POINT (1040250.082485806 6834867.489780798),large,10.746280240561925,2460.6940256160387,2034
129,POINT (554039.0280606019 6794268.078426),large,10.704356038456481,2451.094179777272,2034
130,POINT (919395.5185439285 6847371.424590785),large,10.698381819068029,2449.726197030889,2034
131,POINT (660331.1484424021 6775970.64632683),large,10.696342709463202,2449.259279668802,2034
132,POINT (361101.147699997 6689001.2363),large,10.66972912959891,2443.1652754639667,2035
133,POINT (422222.1663092828 6419831.214181287),large,10.66849275172623,2442.8821684188683,2035
134,POINT (929291.991999999 6848299.186),large,10.57523426933141,2421.5277476025585,2035
135,POINT (881107.204000004 6269235.075),large,10.488332060960385,2401.6287927861486,2035
136,POINT (721729.4340277223 6796579.089261674),large,10.485456881778564,2400.970431373929,2035
137,POINT (953545.5384734094 6650860.972411644),medium,10.438908162621017,2390.311658983208,2035
138,POINT (1025458.0458593601 6767196.446200598),medium,10.40960109151203,2383.6008964521893,2035
139,POINT (605349.0125994373 6650889.185449897),medium,10.395985379443115,2380.483157049114,2035
140,POINT (879224.355999999 6669426.009),medium,10.359504736248406,2372.1297827884073,2035
141,POINT (885245.6023201136 6258021.079844634),medium,10.282353211934996,2354.46354938528,2035
142,POINT (527063.3781300201 6702010.000278359),medium,10.253704552919192,2347.9035507156,2035
143,POINT (672766.1248840338 6871324.2248256),medium,10.247640657433145,2346.5150338464646,2035
144,POINT (1048514.999709892 6851879.813630438),medium,10.243149464509584,2345.4866359871585,2035
145,POINT (779657.152999997 6908999.79),medium,10.164798018828206,2327.54564338594,2035
146,POINT (729306.718795252 6886795.584175491),medium,10.134690996566603,2320.651707237822,2035
147,POINT (641206.499947296 7069706.614248892),medium,10.104465654859274,2313.7306781843736,2035
148,POINT (837731.799999997 6577546.5),medium,10.101448870607456,2313.0398919012277,2035
149,POINT (369219.263400003 6629305.6442),medium,9.939384372425163,2275.930200592751,2035
150,POINT (403903.2313180333 6409233.497991518),medium,9.930681973639778,2273.937516592301,2035
151,POINT (531571.781082089 6709619.615072762),medium,9.886826721808609,2263.895497050923,2035
152,POINT (583183.5409006756 6459740.971190211),medium,9.885321244801503,2263.550771416177,2035
153,POINT (931761.3297718765 6897547.785432709),medium,9.767438185605654,2236.557790310987,2035
154,POINT (675504.824354093 6773279.305778582),medium,9.700268394039675,2221.1771840818274,2035
155,POINT (766587.5942510221 6273400.903528495),medium,9.622575979372765,2203.387097063163,2035
156,POINT (560476.026000001 6278247.064),medium,9.545004140864153,2185.624619694137,2035
157,POINT (576904.2556481732 6894168.61267253),medium,9.44906208913963,2163.6557124816877,2036
158,POINT (794134.6009810872 6868184.934793283),medium,9.427657909305541,2158.7545619196403,2036
159,POINT (690927.6551418069 6925263.156941543),medium,9.414183448666236,2155.669166410561,2036
160,POINT (430751.15427172044 6425630.930061561),medium,9.369571632148626,2145.453907928615,2036
161,POINT (496174.15015623224 6937209.774486056),medium,9.27197174125309,2123.1053870403434,2036
162,POINT (700064.9683 7044327.5911),medium,9.22145572022863,2111.5381778898136,2036
163,POINT (150418.32403190146 6839092.213863998),medium,9.112522864943806,2086.5946234512367,2036
164,POINT (839123.7957482287 6388617.768478708),medium,9.106451657374905,2085.204432254037,2036
165,POINT (570971.534989255 6900979.171907156),medium,8.971893126214791,2054.3930848566747,2036
166,POINT (456892.78800974553 6904396.904224117),medium,8.78540873657026,2011.6917023134483,2036
167,POINT (556025.1022900285 6451859.451756583),medium,8.763782012558615,2006.7395933624612,2036
168,POINT (789868.528999999 6848734.347),medium,8.719685236863523,1996.6422694445278,2036
169,POINT (450461.36977458466 6904390.412907937),medium,8.632069287577883,1976.5798815177657,2036
170,POINT (359582.28477700596 6789229.654141751),medium,8.620388351536807,1973.9051690696956,2036
171,POINT (564260.7459719259 6315715.736216732),medium,8.604135226107074,1970.1835121105207,2036
172,POINT (600118.5104494123 7070501.196380765),medium,8.581275325290422,1964.9490290981205,2036
173,POINT (566475.8147735844 6322311.060052338),medium,8.470942791735439,1939.6849749256762,2036
174,POINT (391133.66662462876 6812898.002216749),medium,8.44320970613407,1933.3346251745497,2036
175,POINT (851008.284000002 6328500.901),medium,8.380321965341386,1918.934527225405,2036
176,POINT (460835.3112 6709200.4429),medium,8.368047366434409,1916.1238772589895,2036
177,POINT (970909.5409100284 6899281.920890819),medium,8.364533524144674,1915.3192741278824,2036
178,POINT (350420.325000003 6778610.886),medium,8.323923568070107,1906.0203656631622,2036
179,POINT (549454.817000002 6917851.726),medium,8.313003284635572,1903.5198282117037,2036
180,POINT (896302.734999999 6245848.309),medium,8.305742800173473,1901.857315198919,2036
181,POINT (422145.644000001 6782607.23),medium,8.297266323387124,1899.9163630443572,2036
182,POINT (908616.145999998 6499794.406),medium,8.274361074670075,1894.6714962242506,2037
183,POINT (371193.91368503944 6786949.664126844),medium,8.203203569271805,1878.377779282982,2037
184,POINT (639274.336999998 7095589.049),medium,8.170179626779863,1870.8159238154976,2037
185,POINT (930552.329999998 6499205.477),medium,8.168141538263086,1870.3492402631764,2037
186,POINT (672570.430173239 7045946.925559072),medium,8.132256097244163,1862.1321559935366,2037
187,POINT (967760.428000003 6779899.012),medium,8.080282929171846,1850.231287850794,2037
188,POINT (479459.175499998 6847452.7908),medium,8.065457702396783,1846.8365925574303,2037
189,POINT (498052.3198798554 6622504.179505058),medium,8.000611102770504,1831.987953148269,2037
190,POINT (187371.248000003 6779365.851),medium,7.9859593346167905,1828.6329765839628,2037
191,POINT (842115.318000004 6468996.873),medium,7.940870889206138,1818.3085791401359,2037
192,POINT (559779.0425317879 6917178.837185525),medium,7.919686332182151,1813.4577180293777,2037
193,POINT (699498.662584414 6229311.591250775),medium,7.875421890253898,1803.322001729243,2037
194,POINT (689299.381999999 6179051.194),medium,7.666679596354577,1755.5239819500202,2037
195,POINT (773548.8112892637 6901331.287175688),medium,7.643139915310032,1750.1338421793687,2037
196,POINT (272755.15104094736 6803740.121223204),medium,7.6415553039832265,1749.7709962887438,2037
197,POINT (800688.1795253659 6477704.524294777),medium,7.58305044613979,1736.3744952723762,2037
198,POINT (355496.112300001 6683195.6986),medium,7.559256719201636,1730.9261838182545,2037
199,POINT (361851.6044575068 6697474.099052424),medium,7.469167328366947,1710.2974247652783,2037
200,POINT (340980.2543977965 6785101.305528372),medium,7.448549342699553,1705.5762977318984,2037
201,POINT (391473.4446557655 6652703.97227159),medium,7.3772612559527815,1689.2526801425063,2037
202,POINT (880490.88668103 6275246.376689471),medium,7.056441647986596,1615.791084599601,2037
203,POINT (835243.5650926096 6557165.930811438),small,6.860613813892744,1570.9502307769696,2037
204,POINT (804832.6260799819 6487797.238771416),small,6.834792993565776,1565.0377534459528,2037
205,POINT (933808.0943615187 6904492.985991511),small,6.8122093281553795,1559.86652309388,2037
206,POINT (293755.52148114773 6773577.163402959),small,6.682080549536538,1530.0695048754762,2037
207,POINT (174888.99201289602 6790082.764650064),small,6.675241030750698,1528.5033850053765,2038
208,POINT (270658.079994674 6745082.193483577),small,6.627297808197748,1517.5252978287988,2038
209,POINT (500418.7118386478 6612742.264143885),small,6.618254695080069,1515.4545967188787,2038
210,POINT (580512.494000003 6452559.824),small,6.444580309138407,1475.6864616691234,2038
211,POINT (408253.976899996 6413055.2517),small,6.342196706320139,1452.2425616277837,2038
212,POINT (799492.4351305829 6293629.966703585),small,6.2328818358050935,1427.211532958714,2038
213,POINT (869726.7934982363 6283091.549971401),small,6.224304559299106,1425.2474995832697,2038
214,POINT (439478.21842460614 6516067.616242858),small,6.089138980219218,1394.2971497445037,2038
215,POINT (213707.9270238218 6769813.655982237),small,5.997904358756846,1373.406154633989,2038
216,POINT (709404.445 6538443.778),small,5.973764817153837,1367.8786581911334,2038
217,POINT (489525.839000002 6778842.209),small,5.970011214972403,1367.0191545995995,2038
218,POINT (899857.255999997 6469324.563),small,5.929788852779442,1357.80899777056,2038
219,POINT (864653.547579774 6507806.40523011),small,5.86091207912355,1342.0375250707286,2038
220,POINT (774851.2912913829 6278745.510207756),small,5.809607035927944,1330.2896448322358,2038
221,POINT (211832.7711243066 6815795.860800471),small,5.610782350597732,1284.7625690083264,2038
222,POINT (313920.17987384286 6717961.989931524),small,5.564902673202456,1274.2569944712302,2038
223,POINT (340891.418099999 6279013.196),small,5.390901809926993,1234.4141023141974,2038
224,POINT (810772.761299998 6301571.5729),small,5.358093254350029,1226.90156635849,2038
225,POINT (810724.115999997 6482068.25),small,5.0635757215125645,1159.4626463536988,2038
226,POINT (413602.0026648464 6426626.078513598),small,5.046480521466261,1155.5481703044077,2038
227,POINT (428665.25949211244 6889806.015834772),small,4.869353238999762,1114.989387545907,2038
228,POINT (847461.534000002 6422187.743),small,4.834983191587484,1107.1192996239201,2038
229,POINT (299665.35763875965 6825249.753644559),small,4.75663749272646,1089.1796229353888,2038
230,POINT (423528.9944421183 6755441.868187164),small,4.709365738966785,1078.355289356429,2038
231,POINT (836617.5787561395 6527361.048969887),small,4.705285798725856,1077.4210605487874,2038
232,POINT (566762.751000002 6304538.84),small,4.689504312402348,1073.8073999851051,2039
233,POINT (242283.81429450176 6847447.813110253),small,4.663735771952295,1067.9068937527293,2039
234,POINT (840496.9015777197 6377353.396889129),small,4.534188491961775,1038.2430276733526,2039
235,POINT (842530.6208363454 6512336.701003676),small,4.501951874765976,1030.861454741692,2039
236,POINT (770055.935000002 6908653.426),small,4.499062485100243,1030.1998393986162,2039
237,POINT (389585.112999998 6710122.769),small,4.467013067094613,1022.8611315252394,2039
238,POINT (970121.803000003 6558085.322),small,4.456119907628412,1020.3668049472493,2039
239,POINT (711915.2293260805 6532840.138191242),small,4.454043166472173,1019.8912706747836,2039
240,POINT (417832.45167814346 6688802.2401550105),small,4.434188626510251,1015.344958204609,2039
241,POINT (577212.6070177829 6282115.129508763),small,4.349086760307937,995.858247543334,2039
242,POINT (163217.51716248304 6832120.496518834),small,4.346785337073877,995.3312653433825,2039
243,POINT (655202.098999999 6577034.84),small,4.2852636748177995,981.2439734274235,2039
244,POINT (498522.4564803046 6750223.579509121),small,4.197092484121436,961.0544457656501,2039
245,POINT (427841.027000003 6320390.475),small,4.170428609250729,954.9489249598116,2039
246,POINT (421226.339000002 6650969.836),small,4.071990720281807,932.4085184323698,2039
247,POINT (849534.710000001 6283841.712),small,4.071469753834362,932.28922701282,2039
248,POINT (666020.419764158 6427864.993357868),small,4.061517522229905,930.0103550401539,2039
249,POINT (472010.9433638747 6374290.5304704225),small,4.009613567987617,918.1253355496171,2039
250,POINT (840525.053999998 6283165.94),,3.909334004293181,895.1632204967366,2039
251,POINT (399277.07325858664 6547101.75173973),,3.88716000856892,890.0857967202028,2039
252,POINT (890198.5803158667 6458346.253259207),,3.7116332764631133,849.89350958829,2039
253,POINT (782466.7368 6286735.5506),,3.642270338332956,834.0107144596261,2039
254,POINT (659328.3725327087 6425506.587850467),,3.576731155840245,819.0034867312023,2039
255,POINT (422157.339000002 6744758.156),,3.424765969162022,784.2063458982944,2039
256,POINT (402456.781000003 6709805.02),,3.4128528806866076,781.4784749530124,2039
257,POINT (925085.380999997 6504896.439),,3.373433528950287,772.4521922635755,2040
258,POINT (710851.887999997 6807293.246),,3.3134658159154684,758.7207251985662,2040
259,POINT (937165.1862463271 6532265.27127914),,3.244468427878745,742.9216340968625,2040
260,POINT (767615.8368329911 6596659.81462762),,3.2395493105810558,741.7952496852557,2040
261,POINT (893417.8727927265 6479488.113857364),,3.221058983254557,737.5613159923427,2040
262,POINT (431721.6741207032 6716663.747100115),,3.2170927641992755,736.6531271758275,2040
263,POINT (842124.413999997 6518250.563),,3.1879882786360185,729.9887528862184,2040
264,POINT (859414.344999999 6308153.755),,3.118876091682612,714.1633750134548,2040
265,POINT (777383.7107150076 6555230.821046016),,3.06317108663897,701.4079870988145,2040
266,POINT (842391.670999996 6342118.54),,3.059283765869645,700.5178644909352,2040
267,POINT (438204.306999996 6642725.662),,3.0403551590546556,696.1835731212507,2040
268,POINT (837682.181000002 6368783.579),,2.9648495817493825,678.894230314566,2040
269,POINT (770171.0670416438 6797223.846717605),,2.8881130515228506,661.3230226735993,2040
270,POINT (441192.703000002 6424594.497),,2.2611409831582403,517.7583297457463,2040
271,POINT (490617.3340132457 6618018.167228317),,1.9568330762242547,448.077600062763,2040
272,POINT (446268.74953442893 6386388.447449178),,1.918756236806751,439.3587271903305,2040
273,POINT (755316.9530603444 6264921.562699239),,1.6920616281106704,387.44996836676177,2040
274,POINT (790247.1676065731 6290215.328861807),,1.6852872290187664,385.89875966948,2040
275,POINT (564069.1203367221 6265521.733161067),,1.679079239276888,384.47724795314986,2040
276,POINT (423029.39017254434 6255604.558867396),,1.5186164675552645,347.7343215758137,2040
277,POINT (805839.689999998 6309238.637),,1.4704249385446755,336.69937693756947,2040
278,POINT (516781.99014209316 6358773.947951271),,1.400366961629412,320.65743113092253,2040
279,POINT (688246.075000003 6169273.742),,1.2840566051329794,294.0245690669161,2040
280,POINT (571431.4716471918 6328819.535394812),,1.2615000709464976,288.8595512497019,2040
281,POINT (528785.5475687049 6331548.799938178),,1.0084396802650564,230.91352922810216,2040
282,POINT (561729.057999998 6258014.876),,0.71336938704712,163.3480375970946,
