,points,size,score,2040_demand,year
27,POINT (929291.991999999 6848299.186),large,9.237427142450597,8355.646275968682,2030
28,POINT (928324.4408060502 6861871.056818026),large,7.021857690319156,6351.569344549349,2030
29,POINT (179655.25788034406 6847482.096711346),large,14.123164546559611,12775.003843445451,2030
30,POINT (232776.945 6761565.702),large,10.690892946133594,9670.367999074993,2030
31,POINT (398917.527000003 6783652.11),large,7.783106903573911,7040.151679838949,2030
32,POINT (372798.8847838562 6805019.4059932185),large,7.414194980056908,6706.455132915222,2030
33,POINT (382261.6887855441 6783580.009860228),large,7.10141429455548,6423.531681427883,2030
34,POINT (501897.7601 6927171.4867),large,22.194662234431803,20076.017270358097,2030
35,POINT (450744.6314949722 6900079.374503858),large,8.940745735208854,8087.285307341763,2030
36,POINT (486200.559 6773027.488),large,15.890029675822987,14373.208604338633,2030
37,POINT (359076.362800002 6624079.7613),large,14.263258359709196,12901.724664089354,2030
38,POINT (368796.53929306235 6660319.944166654),large,14.219024594649206,12861.713339659298,2030
39,POINT (350164.02505125396 6688592.406553847),large,11.182087895596403,10114.674751048437,2030
40,POINT (430741.54156298464 6807087.8810117645),large,10.189301988539281,9216.657614976566,2030
41,POINT (409359.377300002 6669107.0256),large,8.179956395110587,7399.118946908383,2030
42,POINT (777911.261 6797104.031),large,7.870094427935921,7118.835600456952,2030
43,POINT (789868.528999999 6848734.347),large,5.929245462167986,5363.255049405992,2030
44,POINT (794134.6009810872 6868184.934793283),small,1.6991410890109373,1536.945482091583,2030
45,POINT (847540.5144106434 6336266.388107383),large,7.477713394868157,6763.910244386037,2030
46,POINT (880490.88668103 6275246.376689471),large,6.707890946087157,6067.573052425506,2030
47,POINT (851838.5119197724 6322008.039017192),large,5.478940091124175,4955.934662615614,2030
48,POINT (851008.284000002 6328500.901),large,4.403857372427042,3983.4765553620737,2030
49,POINT (867881.3530817052 6282810.818897785),large,3.8479629508441535,3480.6463752802865,2030
50,POINT (441578.1367520112 6583918.986697412),large,17.681208032909815,15993.405715307978,2030
51,POINT (393559.559 6547930.556),large,3.6578169612332285,3308.6512292854013,2030
52,POINT (421226.339000002 6650969.836),medium,2.3921623652476485,2163.8127424939357,2030
53,POINT (766587.5942510221 6273400.903528495),large,13.472760326688785,12186.685525603083,2030
54,POINT (761263.450999998 6281863.631),,0.3297658428967446,298.2872497558747,2030
55,POINT (780038.461000003 6348484.034),,0.0,0.0,2030
56,POINT (903959.7942394053 6577946.613387981),large,12.95427270519927,11717.691389375947,2030
57,POINT (599765.479999997 6639099.485),large,13.824642179183876,12504.977647970129,2030
58,POINT (589769.105999999 6738936.511),large,12.658209587800537,11449.889690245236,2030
59,POINT (595207.6382666598 6636371.9117171625),large,11.672775658643863,10558.522731307929,2030
60,POINT (579912.0974487796 6847226.660414634),large,11.507726129568436,10409.228402735436,2030
61,POINT (748638.3598183205 6744537.1984152235),large,13.01940911333677,11776.610044721325,2030
62,POINT (863366.2096736484 6696086.110112551),large,9.011814003192237,8151.569582557964,2030
63,POINT (841291.962624786 6657249.934193978),large,8.801541574194747,7961.369214945034,2030
64,POINT (711915.2293260805 6532840.138191242),small,1.5139691137757878,1369.4495439447976,2030
65,POINT (711193.221799999 6509471.1907),small,1.3417926381785383,1213.7085887038872,2030
66,POINT (580937.3914688332 6451029.936567067),large,10.693842184977386,9673.035711218436,2030
67,POINT (509417.8599541436 6345008.029966275),large,13.837171608284287,12516.31105022472,2030
68,POINT (556025.1022900285 6451859.451756583),large,11.756568004512099,10634.316476894415,2030
69,POINT (430751.15427172044 6425630.930061561),large,6.663456553029322,6027.380251426576,2030
70,POINT (422033.7033791632 6426613.71541276),large,5.969805166968542,5399.94302985173,2030
71,POINT (427939.8419485106 6322745.042779672),large,4.718379033381051,4267.974793295095,2030
72,POINT (570614.257137574 6279752.377107707),large,17.516518191976733,15844.436739979494,2030
73,POINT (520296.548 6336643.539),large,10.934394945048522,9890.62592793858,2030
74,POINT (567473.32 6303399.289),large,9.724811998182203,8796.506635888873,2030
75,POINT (571199.8598044724 6292110.898519584),large,8.576159104302995,7757.501171800714,2030
0,POINT (664551.8412510394 6817517.888278988),large,10.064417053805347,9103.69387261168,2031
1,POINT (641206.499947296 7069706.614248892),large,3.8755980709463085,3505.643518403221,2031
2,POINT (841771.0695514004 6469468.046399034),large,5.2822557472873015,4778.025296752305,2031
3,POINT (883035.4133847277 6499014.575223522),large,4.6213020622598675,4180.16453836995,2031
4,POINT (391133.66662462876 6812898.002216749),large,4.202527603090157,3801.365204283522,2031
5,POINT (355496.112300001 6683195.6986),large,7.153106484593671,6470.289468907947,2031
6,POINT (841060.2872239044 6342366.04969499),medium,1.859855936364712,1682.3189064310566,2031
7,POINT (439068.3444841989 6596160.868557522),small,1.5523745416537238,1404.188889162532,2031
8,POINT (619312.252999999 6149844.261),,0.0,0.0,2031
9,POINT (649442.331 6660697.506),large,8.270208388250053,7480.755718570591,2031
10,POINT (408951.4962511847 6199368.4482345525),,0.0,0.0,2031
11,POINT (577627.3661510533 6279835.528265311),large,6.78432009566754,6136.706473368229,2031
0,POINT (689948.835100003 6868510.0232),large,3.015108300269735,2727.2938722315675,2032
1,POINT (501941.34157135244 6936280.783336172),,-0.13095994753186013,-118.45885017777212,2032
2,POINT (1042555.4413 6729564.8798),large,8.535873113826126,7721.06077761835,2032
3,POINT (667208.8126869972 6887489.879450215),large,4.49326639380457,4064.350823163114,2032
4,POINT (835243.5650926096 6557165.930811438),large,3.1217790486550903,2823.7821072948677,2032
5,POINT (890198.5803158667 6458346.253259207),small,1.2283339443703865,1111.080367904426,2032
6,POINT (970909.5409100284 6899281.920890819),large,2.7908735366903565,2524.4639783280472,2032
7,POINT (270658.079994674 6745082.193483577),small,1.227335515756635,1110.177246699824,2032
8,POINT (500022.850299999 6918824.0247),medium,1.7883448189355073,1617.6340550299797,2032
9,POINT (369219.263400003 6629305.6442),large,3.780344881693308,3419.482951853429,2032
10,POINT (864098.015000001 6259083.892),small,1.2990413405562493,1175.0382192100994,2032
11,POINT (754334.7112609429 6762497.238239927),,0.3477906412496439,314.59144754925876,2032
12,POINT (670579.6105866224 6586796.523841466),,-20.799823088670824,-18814.32585627446,2032
13,POINT (405723.2404605076 6217688.879602406),,0.0,0.0,2032
14,POINT (602433.456 6167834.353),,0.0,0.0,2032
0,POINT (658683.231200002 7103045.628),,0.23844361878565,215.68240859827358,2033
1,POINT (932268.995999999 6354647.827),,0.0,0.0,2033
2,POINT (273700.8260151471 6742036.502480696),,-1.100838316479245,-995.7551423884075,2033
3,POINT (358503.1317623919 6679984.155975989),large,2.6577787734051475,2404.074096378736,2033
4,POINT (932280.7017961785 6317802.501282377),,0.0,0.0,2033
5,POINT (925474.4979551894 6690699.463966866),large,7.01718852802777,6347.345888395348,2033
6,POINT (595207.6382666598 6636371.9117171625),large,3.5065700643991833,3171.841969434726,2033
7,POINT (379420.8788232212 6339152.585974448),,0.0,0.0,2033
0,POINT (700156.240999997 6809061.188),,-7.916211702856097,-7160.550639774964,2034
1,POINT (765970.9079455625 7019109.321012903),,-4.4600894950738,-4034.340905244085,2034
2,POINT (729306.718795252 6886795.584175491),,-2.6284645023816884,-2377.5580897317896,2034
3,POINT (932268.995999999 6354647.827),,0.0,0.0,2034
4,POINT (842441.089450895 6398504.770763057),,0.0,0.0,2034
5,POINT (184504.9531367272 6847705.899479893),,-2.5488035180350184,-2305.501336597857,2034
6,POINT (379258.6305275788 6642787.910415664),,-2.2016598434125494,-1991.4950979174387,2034
7,POINT (932280.7017961785 6317802.501282377),,0.0,0.0,2034
8,POINT (446277.9709373175 6588129.728689093),,0.9797055741828659,886.1854178906291,2034
9,POINT (633085.2468805622 6157378.663078074),,0.0,0.0,2034
10,POINT (879224.355999999 6669426.009),,-19.557655428824585,-17690.732303538793,2034
11,POINT (369020.23103282775 6321104.263869371),,0.0,0.0,2034
12,POINT (585636.3520512261 6194511.325661485),,0.0,0.0,2034
0,POINT (689455.184 6848734.603),,-28.633060752689325,-25899.822944024167,2035
1,POINT (678456.0496473283 7070835.253465537),,-13.188449784251628,-11929.514531071865,2035
2,POINT (576904.2556481732 6894168.61267253),,-37.82166865971369,-34211.310142319555,2035
3,POINT (1026008.647 6787951.357),small,1.1346742330101494,1026.3611699754827,2035
4,POINT (932268.995999999 6354647.827),,0.0,0.0,2035
5,POINT (842441.089450895 6398504.770763057),,0.0,0.0,2035
6,POINT (222706.88225289635 6760499.127798556),,-3.579645634881683,-3237.9419352531736,2035
7,POINT (492674.472000003 6841053.898),,-0.5504159645533351,-497.8746823689365,2035
8,POINT (402456.781000003 6709805.02),,-6.732986062965013,-6090.272654452335,2035
9,POINT (423528.9944421183 6755441.868187164),,-9.202629431588571,-8324.170264445911,2035
10,POINT (943943.7605650187 6332143.589922972),,0.0,0.0,2035
11,POINT (451455.52944486775 6483954.633917826),,0.0,0.0,2035
12,POINT (639753.7746197716 6161747.032194313),,0.0,0.0,2035
13,POINT (633351.9484054182 6679000.508147677),small,1.4097961615092887,1275.2206718531127,2035
14,POINT (583598.202 6439118.699),,-103.92646373732198,-94005.91271900175,2035
15,POINT (379420.8788232212 6339152.585974448),,0.0,0.0,2035
16,POINT (587744.097999997 6191671.655),,0.0,0.0,2035
0,POINT (664551.8412510394 6817517.888278988),,-37.844784489840265,-34232.21939518125,2036
1,POINT (932268.995999999 6354647.827),,0.0,0.0,2036
2,POINT (988427.649999999 6461782.816),,0.0,0.0,2036
3,POINT (977743.0724155442 6899971.664698057),,0.939859972992267,850.1433745740486,2036
4,POINT (299665.35763875965 6825249.753644559),,-5.918124391111958,-5353.195566985065,2036
5,POINT (382105.890000001 6680789.594),,-14.712351458801226,-13307.94849926821,2036
6,POINT (575765.0184529044 6726189.090279246),,-4.038172299545133,-3652.6988322706143,2036
7,POINT (379420.8788232212 6339152.585974448),,0.0,0.0,2036
8,POINT (591289.5500560314 6189362.702374294),,0.0,0.0,2036
0,POINT (620060.468000002 6875041.606),,-39.22509311828043,-35480.76733748782,2037
1,POINT (639274.336999998 7095589.049),,-37.03315979952363,-33498.070295377984,2037
2,POINT (654912.7295851707 6974152.39345998),,-4.485686606722126,-4057.4945829209582,2037
3,POINT (908960.2449609335 6432537.101905874),,0.0,0.0,2037
4,POINT (966563.0332967715 6467117.206168102),,0.0,0.0,2037
5,POINT (293755.52148114773 6773577.163402959),,-19.459078273167293,-17601.565067807293,2037
6,POINT (423528.9944421183 6755441.868187164),,-17.891411577331844,-16183.543773888583,2037
7,POINT (961944.294100001 6328805.324),,0.0,0.0,2037
8,POINT (837731.799999997 6577546.5),,-50.44734961046906,-45631.776294950105,2037
9,POINT (386505.888350589 6354312.246487673),,0.0,0.0,2037
10,POINT (603842.200999998 6171410.773),,0.0,0.0,2037
0,POINT (678857.0066313462 7038132.381421939),,-60.6778524504022,-54885.701834772735,2038
1,POINT (908960.2449609335 6432537.101905874),,0.0,0.0,2038
2,POINT (299665.35763875965 6825249.753644559),,-26.286192832581765,-23776.98095626751,2038
3,POINT (389585.112999998 6710122.769),,-33.4767339844005,-30281.131676037592,2038
4,POINT (970123.3561441436 6322768.998402526),,0.0,0.0,2038
5,POINT (498018.3610319517 6444195.311301968),,0.0,0.0,2038
6,POINT (639753.7746197716 6161747.032194313),,0.0,0.0,2038
7,POINT (863366.2096736484 6696086.110112551),,-30.334599103779183,-27438.936851766455,2038
8,POINT (633351.9484054182 6679000.508147677),,-13.721075205505162,-12411.29690931996,2038
9,POINT (386505.888350589 6354312.246487673),,0.0,0.0,2038
0,POINT (690006.0106059972 6875507.582436305),,-59.84659179619849,-54133.79116933026,2039
1,POINT (1025458.0458593601 6767196.446200598),,-12.04711053666038,-10897.124571542212,2039
2,POINT (632627.456 6909986.756),,-10.301613207200635,-9318.247895634335,2039
3,POINT (971626.4279381448 6463610.65704103),,0.0,0.0,2039
4,POINT (962993.0278997605 6471697.600019349),,0.0,0.0,2039
5,POINT (866183.9726774457 6890869.485112544),,0.24420285621882898,220.89188414475078,2039
6,POINT (382261.6887855441 6783580.009860228),,-141.5501953377529,-128038.18036098356,2039
7,POINT (469956.9657191601 6862580.035789628),,-11.673735470132135,-10559.390921677814,2039
8,POINT (361101.147699997 6689001.2363),,-39.06716169234031,-35337.911636364006,2039
9,POINT (982632.1672683236 6322061.563093423),,0.0,0.0,2039
10,POINT (450162.937399998 6478485.7151),,0.0,0.0,2039
11,POINT (648831.516999997 6166574.677),,0.0,0.0,2039
12,POINT (386505.888350589 6354312.246487673),,0.0,0.0,2039
13,POINT (603842.200999998 6171410.773),,0.0,0.0,2039
0,POINT (691067.589000002 6858544.985),,-70.53059838671484,-63797.93016645688,2040
1,POINT (672570.430173239 7045946.925559072),,-175.4522924979234,-158704.07114588853,2040
2,POINT (971626.4279381448 6463610.65704103),,0.0,0.0,2040
3,POINT (371193.91368503944 6786949.664126844),,-285.5315831101881,-258275.47782457052,2040
4,POINT (383154.9779390657 6708270.7447275985),,-81.50244531362735,-73722.43300708594,2040
5,POINT (932280.7017961785 6317802.501282377),,0.0,0.0,2040
6,POINT (588022.6223576819 6737761.351384047),,-17.945338424943163,-16232.322904318478,2040
7,POINT (386505.888350589 6354312.246487673),,0.0,0.0,2040
8,POINT (603842.200999998 6171410.773),,0.0,0.0,2040
